id,backend_id,title,level,slug,paid
1083,1173,Sales Analysis II,1,sales-analysis-ii,1
1084,1174,Sales Analysis III,1,sales-analysis-iii,0
1085,1082,Sum of Digits in the Minimum Number,1,sum-of-digits-in-the-minimum-number,1
1086,1074,High Five,1,high-five,1
1087,1076,Brace Expansion,2,brace-expansion,1
1088,1077,Confusing Number II,3,confusing-number-ii,1
1089,1168,Duplicate Zeros,1,duplicate-zeros,0
1090,1169,Largest Values From Labels,2,largest-values-from-labels,0
1091,1171,Shortest Path in Binary Matrix,2,shortest-path-in-binary-matrix,0
1092,1170,Shortest Common Supersequence ,3,shortest-common-supersequence,0
1093,1183,Statistics from a Large Sample,2,statistics-from-a-large-sample,0
1094,1184,Car Pooling,2,car-pooling,0
1095,1185,Find in Mountain Array,3,find-in-mountain-array,0
1096,1188,Brace Expansion II,3,brace-expansion-ii,0
1097,1193,Game Play Analysis V,3,game-play-analysis-v,1
1098,1198,Unpopular Books,2,unpopular-books,1
1099,1083,Two Sum Less Than K,1,two-sum-less-than-k,1
1100,1084,Find K-Length Substrings With No Repeated Characters,2,find-k-length-substrings-with-no-repeated-characters,1
1101,1085,The Earliest Moment When Everyone Become Friends,2,the-earliest-moment-when-everyone-become-friends,1
1102,1099,Path With Maximum Minimum Value,2,path-with-maximum-minimum-value,1
1103,1195,Distribute Candies to People,1,distribute-candies-to-people,0
1104,1194,Path In Zigzag Labelled Binary Tree,2,path-in-zigzag-labelled-binary-tree,0
1105,1196,Filling Bookcase Shelves,2,filling-bookcase-shelves,0
1106,1197,Parsing A Boolean Expression,3,parsing-a-boolean-expression,0
1107,1204,New Users Daily Count,2,new-users-daily-count,1
1108,1205,Defanging an IP Address,1,defanging-an-ip-address,0
1109,1206,Corporate Flight Bookings,2,corporate-flight-bookings,0
1110,1207,Delete Nodes And Return Forest,2,delete-nodes-and-return-forest,0
1111,1208,Maximum Nesting Depth of Two Valid Parentheses Strings,2,maximum-nesting-depth-of-two-valid-parentheses-strings,0
1112,1214,Highest Grade For Each Student,2,highest-grade-for-each-student,1
1113,1215,Reported Posts,1,reported-posts,1
1114,1203,Print in Order,1,print-in-order,0
1115,1187,Print FooBar Alternately,2,print-foobar-alternately,0
1116,1216,Print Zero Even Odd,2,print-zero-even-odd,0
1117,1186,Building H2O,2,building-h2o,0
1118,1088,Number of Days in a Month,1,number-of-days-in-a-month,1
1119,1089,Remove Vowels from a String,1,remove-vowels-from-a-string,1
1120,1091,Maximum Average Subtree,2,maximum-average-subtree,1
1121,1118,Divide Array Into Increasing Sequences,3,divide-array-into-increasing-sequences,1
1122,1217,Relative Sort Array,1,relative-sort-array,0
1123,1218,Lowest Common Ancestor of Deepest Leaves,2,lowest-common-ancestor-of-deepest-leaves,0
1124,1219,Longest Well-Performing Interval,2,longest-well-performing-interval,0
1125,1220,Smallest Sufficient Team,3,smallest-sufficient-team,0
1126,1225,Active Businesses,2,active-businesses,1
1127,1226,User Purchase Platform,3,user-purchase-platform,1
1128,1227,Number of Equivalent Domino Pairs,1,number-of-equivalent-domino-pairs,0
1129,1229,Shortest Path with Alternating Colors,2,shortest-path-with-alternating-colors,0
1130,1228,Minimum Cost Tree From Leaf Values,2,minimum-cost-tree-from-leaf-values,0
1131,1230,Maximum of Absolute Value Expression,2,maximum-of-absolute-value-expression,0
1132,1237,Reported Posts II,2,reported-posts-ii,1
1133,1098,Largest Unique Number,1,largest-unique-number,1
1134,1090,Armstrong Number,1,armstrong-number,1
1135,1100,Connecting Cities With Minimum Cost,2,connecting-cities-with-minimum-cost,1
1136,1101,Parallel Courses,2,parallel-courses,1
1137,1236,N-th Tribonacci Number,1,n-th-tribonacci-number,0
1138,1238,Alphabet Board Path,2,alphabet-board-path,0
1139,1239,Largest 1-Bordered Square,2,largest-1-bordered-square,0
1140,1240,Stone Game II,2,stone-game-ii,0
1141,1245,User Activity for the Past 30 Days I,1,user-activity-for-the-past-30-days-i,0
1142,1246,User Activity for the Past 30 Days II,1,user-activity-for-the-past-30-days-ii,1
1143,1250,Longest Common Subsequence,2,longest-common-subsequence,0
1144,1247,Decrease Elements To Make Array Zigzag,2,decrease-elements-to-make-array-zigzag,0
1145,1248,Binary Tree Coloring Game,2,binary-tree-coloring-game,0
1146,1249,Snapshot Array,2,snapshot-array,0
1147,1251,Longest Chunked Palindrome Decomposition,3,longest-chunked-palindrome-decomposition,0
1148,1258,Article Views I,1,article-views-i,0
1149,1259,Article Views II,2,article-views-ii,1
1150,1102,Check If a Number Is Majority Element in a Sorted Array,1,check-if-a-number-is-majority-element-in-a-sorted-array,1
1151,1107,Minimum Swaps to Group All 1's Together,2,minimum-swaps-to-group-all-1s-together,1
1152,1108,Analyze User Website Visit Pattern,2,analyze-user-website-visit-pattern,1
1153,1124,String Transforms Into Another String,3,string-transforms-into-another-string,1
1154,1260,Day of the Year,1,day-of-the-year,0
1155,1263,Number of Dice Rolls With Target Sum,2,number-of-dice-rolls-with-target-sum,0
1156,1261,Swap For Longest Repeated Character Substring,2,swap-for-longest-repeated-character-substring,0
1157,1262,Online Majority Element In Subarray,3,online-majority-element-in-subarray,0
1158,1268,Market Analysis I,2,market-analysis-i,0
1159,1269,Market Analysis II,3,market-analysis-ii,1
1160,1112,Find Words That Can Be Formed by Characters,1,find-words-that-can-be-formed-by-characters,0
1161,1116,Maximum Level Sum of a Binary Tree,2,maximum-level-sum-of-a-binary-tree,0
1162,1117,As Far from Land as Possible,2,as-far-from-land-as-possible,0
1163,1133,Last Substring in Lexicographical Order,3,last-substring-in-lexicographical-order,0
1164,1278,Product Price at a Given Date,2,product-price-at-a-given-date,0
1165,1123,Single-Row Keyboard,1,single-row-keyboard,1
1166,1125,Design File System,2,design-file-system,1
1167,1126,Minimum Cost to Connect Sticks,2,minimum-cost-to-connect-sticks,1
1168,1144,Optimize Water Distribution in a Village,3,optimize-water-distribution-in-a-village,1
1169,1272,Invalid Transactions,2,invalid-transactions,0
1170,1273,Compare Strings by Frequency of the Smallest Character,2,compare-strings-by-frequency-of-the-smallest-character,0
1171,1267,Remove Zero Sum Consecutive Nodes from Linked List,2,remove-zero-sum-consecutive-nodes-from-linked-list,0
1172,1270,Dinner Plate Stacks,3,dinner-plate-stacks,0
1173,1291,Immediate Food Delivery I,1,immediate-food-delivery-i,1
1174,1292,Immediate Food Delivery II,2,immediate-food-delivery-ii,0
1175,1279,Prime Arrangements,1,prime-arrangements,0
1176,1280,Diet Plan Performance,1,diet-plan-performance,1
1177,1281,Can Make Palindrome from Substring,2,can-make-palindrome-from-substring,0
1178,1282,Number of Valid Words for Each Puzzle,3,number-of-valid-words-for-each-puzzle,0
1179,1301,Reformat Department Table,1,reformat-department-table,0
1180,1131,Count Substrings with Only One Distinct Letter,1,count-substrings-with-only-one-distinct-letter,1
1181,1132,Before and After Puzzle,2,before-and-after-puzzle,1
1182,1134,Shortest Distance to Target Color,2,shortest-distance-to-target-color,1
1183,1152,Maximum Number of Ones,3,maximum-number-of-ones,1
1184,1287,Distance Between Bus Stops,1,distance-between-bus-stops,0
1185,1289,Day of the Week,1,day-of-the-week,0
1186,1288,Maximum Subarray Sum with One Deletion,2,maximum-subarray-sum-with-one-deletion,0
1187,1290,Make Array Strictly Increasing,3,make-array-strictly-increasing,0
1188,1209,Design Bounded Blocking Queue,2,design-bounded-blocking-queue,1
1189,1297,Maximum Number of Balloons,1,maximum-number-of-balloons,0
1190,1298,Reverse Substrings Between Each Pair of Parentheses,2,reverse-substrings-between-each-pair-of-parentheses,0
1191,1299,K-Concatenation Maximum Sum,2,k-concatenation-maximum-sum,0
1192,1300,Critical Connections in a Network,3,critical-connections-in-a-network,0
1193,1317,Monthly Transactions I,2,monthly-transactions-i,0
1194,1318,Tournament Winners,3,tournament-winners,1
1195,1316,Fizz Buzz Multithreaded,2,fizz-buzz-multithreaded,0
1196,1141,How Many Apples Can You Put into the Basket,1,how-many-apples-can-you-put-into-the-basket,1
1197,1142,Minimum Knight Moves,2,minimum-knight-moves,1
1198,1143,Find Smallest Common Element in All Rows,2,find-smallest-common-element-in-all-rows,1
1199,1167,Minimum Time to Build Blocks,3,minimum-time-to-build-blocks,1
1200,1306,Minimum Absolute Difference,1,minimum-absolute-difference,0
1201,1307,Ugly Number III,2,ugly-number-iii,0
1202,1308,Smallest String With Swaps,2,smallest-string-with-swaps,0
1203,1309,Sort Items by Groups Respecting Dependencies,3,sort-items-by-groups-respecting-dependencies,0
1204,1327,Last Person to Fit in the Bus,2,last-person-to-fit-in-the-bus,0
1205,1328,Monthly Transactions II,2,monthly-transactions-ii,1
1206,1337,Design Skiplist,3,design-skiplist,0
1207,1319,Unique Number of Occurrences,1,unique-number-of-occurrences,0
1208,1321,Get Equal Substrings Within Budget,2,get-equal-substrings-within-budget,0
1209,1320,Remove All Adjacent Duplicates in String II,2,remove-all-adjacent-duplicates-in-string-ii,0
1210,1322,Minimum Moves to Reach Target with Rotations,3,minimum-moves-to-reach-target-with-rotations,0
1211,1338,Queries Quality and Percentage,1,queries-quality-and-percentage,0
1212,1339,Team Scores in Football Tournament,2,team-scores-in-football-tournament,1
1213,1149,Intersection of Three Sorted Arrays,1,intersection-of-three-sorted-arrays,1
1214,1150,Two Sum BSTs,2,two-sum-bsts,1
1215,1151,Stepping Numbers,2,stepping-numbers,1
1216,1178,Valid Palindrome III,3,valid-palindrome-iii,1
1217,1329,Minimum Cost to Move Chips to The Same Position,1,minimum-cost-to-move-chips-to-the-same-position,0
1218,1330,Longest Arithmetic Subsequence of Given Difference,2,longest-arithmetic-subsequence-of-given-difference,0
1219,1331,Path with Maximum Gold,2,path-with-maximum-gold,0
1220,1332,Count Vowels Permutation,3,count-vowels-permutation,0
1221,1341,Split a String in Balanced Strings,1,split-a-string-in-balanced-strings,0
1222,1342,Queens That Can Attack the King,2,queens-that-can-attack-the-king,0
1223,1343,Dice Roll Simulation,3,dice-roll-simulation,0
1224,1344,Maximum Equal Frequency,3,maximum-equal-frequency,0
1225,1357,Report Contiguous Dates,3,report-contiguous-dates,1
1226,1340,The Dining Philosophers,2,the-dining-philosophers,0
1227,1362,Airplane Seat Assignment Probability,2,airplane-seat-assignment-probability,0
1228,1164,Missing Number In Arithmetic Progression,1,missing-number-in-arithmetic-progression,1
1229,1165,Meeting Scheduler,2,meeting-scheduler,1
1230,1166,Toss Strange Coins,2,toss-strange-coins,1
1231,1192,Divide Chocolate,3,divide-chocolate,1
1232,1349,Check If It Is a Straight Line,1,check-if-it-is-a-straight-line,0
1233,1350,Remove Sub-Folders from the Filesystem,2,remove-sub-folders-from-the-filesystem,0
1234,1351,Replace the Substring for Balanced String,2,replace-the-substring-for-balanced-string,0
1235,1352,Maximum Profit in Job Scheduling,3,maximum-profit-in-job-scheduling,0
1236,1271,Web Crawler,2,web-crawler,1
1237,1358,Find Positive Integer Solution for a Given Equation,2,find-positive-integer-solution-for-a-given-equation,0
1238,1359,Circular Permutation in Binary Representation,2,circular-permutation-in-binary-representation,0
1239,1360,Maximum Length of a Concatenated String with Unique Characters,2,maximum-length-of-a-concatenated-string-with-unique-characters,0
1240,1361,Tiling a Rectangle with the Fewest Squares,3,tiling-a-rectangle-with-the-fewest-squares,0
1241,1377,Number of Comments per Post,1,number-of-comments-per-post,1
1242,1368,Web Crawler Multithreaded,2,web-crawler-multithreaded,1
1243,1175,Array Transformation,1,array-transformation,1
1244,1176,Design A Leaderboard,2,design-a-leaderboard,1
1245,1177,Tree Diameter,2,tree-diameter,1
1246,1202,Palindrome Removal,3,palindrome-removal,1
1247,1369,Minimum Swaps to Make Strings Equal,2,minimum-swaps-to-make-strings-equal,0
1248,1370,Count Number of Nice Subarrays,2,count-number-of-nice-subarrays,0
1249,1371,Minimum Remove to Make Valid Parentheses,2,minimum-remove-to-make-valid-parentheses,0
1250,1372,Check If It Is a Good Array,3,check-if-it-is-a-good-array,0
1251,1390,Average Selling Price,1,average-selling-price,0
1252,1378,Cells with Odd Values in a Matrix,1,cells-with-odd-values-in-a-matrix,0
1253,1379,Reconstruct a 2-Row Binary Matrix,2,reconstruct-a-2-row-binary-matrix,0
1254,1380,Number of Closed Islands,2,number-of-closed-islands,0
1255,1381,Maximum Score Words Formed by Letters,3,maximum-score-words-formed-by-letters,0
1256,1189,Encode Number,2,encode-number,1
1257,1190,Smallest Common Region,2,smallest-common-region,1
1258,1191,Synonymous Sentences,2,synonymous-sentences,1
1259,1213,Handshakes That Don't Cross,3,handshakes-that-dont-cross,1
1260,1386,Shift 2D Grid,1,shift-2d-grid,0
1261,1387,Find Elements in a Contaminated Binary Tree,2,find-elements-in-a-contaminated-binary-tree,0
1262,1388,Greatest Sum Divisible by Three,2,greatest-sum-divisible-by-three,0
1263,1389,Minimum Moves to Move a Box to Their Target Location,3,minimum-moves-to-move-a-box-to-their-target-location,0
1264,1399,Page Recommendations,2,page-recommendations,1
1265,1404,Print Immutable Linked List in Reverse,2,print-immutable-linked-list-in-reverse,1
1266,1395,Minimum Time Visiting All Points,1,minimum-time-visiting-all-points,0
1267,1396,Count Servers that Communicate,2,count-servers-that-communicate,0
1268,1397,Search Suggestions System,2,search-suggestions-system,0
1269,1398,Number of Ways to Stay in the Same Place After Some Steps,3,number-of-ways-to-stay-in-the-same-place-after-some-steps,0
1270,1405,All People Report to the Given Manager,2,all-people-report-to-the-given-manager,1
1271,1199,Hexspeak,1,hexspeak,1
1272,1200,Remove Interval,2,remove-interval,1
1273,1201,Delete Tree Nodes,2,delete-tree-nodes,1
1274,1233,Number of Ships in a Rectangle,3,number-of-ships-in-a-rectangle,1
1275,1400,Find Winner on a Tic Tac Toe Game,1,find-winner-on-a-tic-tac-toe-game,0
1276,1401,Number of Burgers with No Waste of Ingredients,2,number-of-burgers-with-no-waste-of-ingredients,0
1277,1402,Count Square Submatrices with All Ones,2,count-square-submatrices-with-all-ones,0
1278,1403,Palindrome Partitioning III,3,palindrome-partitioning-iii,0
1279,1410,Traffic Light Controlled Intersection,1,traffic-light-controlled-intersection,1
1280,1415,Students and Examinations,1,students-and-examinations,0
1281,1406,Subtract the Product and Sum of Digits of an Integer,1,subtract-the-product-and-sum-of-digits-of-an-integer,0
1282,1407,Group the People Given the Group Size They Belong To,2,group-the-people-given-the-group-size-they-belong-to,0
1283,1408,Find the Smallest Divisor Given a Threshold,2,find-the-smallest-divisor-given-a-threshold,0
1284,1409,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,3,minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix,0
1285,1420,Find the Start and End Number of Continuous Ranges,2,find-the-start-and-end-number-of-continuous-ranges,1
1286,1211,Iterator for Combination,2,iterator-for-combination,0
1287,1221,Element Appearing More Than 25% In Sorted Array,1,element-appearing-more-than-25-in-sorted-array,0
1288,1222,Remove Covered Intervals,2,remove-covered-intervals,0
1289,1224,Minimum Falling Path Sum II,3,minimum-falling-path-sum-ii,0
1290,1411,Convert Binary Number in a Linked List to Integer,1,convert-binary-number-in-a-linked-list-to-integer,0
1291,1212,Sequential Digits,2,sequential-digits,0
1292,1413,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,2,maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold,0
1293,1414,Shortest Path in a Grid with Obstacles Elimination,3,shortest-path-in-a-grid-with-obstacles-elimination,0
1294,1425,Weather Type in Each Country,1,weather-type-in-each-country,1
1295,1421,Find Numbers with Even Number of Digits,1,find-numbers-with-even-number-of-digits,0
1296,1422,Divide Array in Sets of K Consecutive Numbers,2,divide-array-in-sets-of-k-consecutive-numbers,0
1297,1423,Maximum Number of Occurrences of a Substring,2,maximum-number-of-occurrences-of-a-substring,0
1298,1424,Maximum Candies You Can Get from Boxes,3,maximum-candies-you-can-get-from-boxes,0
1299,1231,Replace Elements with Greatest Element on Right Side,1,replace-elements-with-greatest-element-on-right-side,0
1300,1232,Sum of Mutated Array Closest to Target,2,sum-of-mutated-array-closest-to-target,0
1301,1234,Number of Paths with Max Score,3,number-of-paths-with-max-score,0
1302,1254,Deepest Leaves Sum,2,deepest-leaves-sum,0
1303,1438,Find the Team Size,1,find-the-team-size,1
1304,1426,Find N Unique Integers Sum up to Zero,1,find-n-unique-integers-sum-up-to-zero,0
1305,1427,All Elements in Two Binary Search Trees,2,all-elements-in-two-binary-search-trees,0
1306,1428,Jump Game III,2,jump-game-iii,0
1307,1429,Verbal Arithmetic Puzzle,3,verbal-arithmetic-puzzle,0
1308,1439,Running Total for Different Genders,2,running-total-for-different-genders,1
1309,1434,Decrypt String from Alphabet to Integer Mapping,1,decrypt-string-from-alphabet-to-integer-mapping,0
1310,1435,XOR Queries of a Subarray,2,xor-queries-of-a-subarray,0
1311,1436,Get Watched Videos by Your Friends,2,get-watched-videos-by-your-friends,0
1312,1437,Minimum Insertion Steps to Make a String Palindrome,3,minimum-insertion-steps-to-make-a-string-palindrome,0
1313,1241,Decompress Run-Length Encoded List,1,decompress-run-length-encoded-list,0
1314,1242,Matrix Block Sum,2,matrix-block-sum,0
1315,1243,Sum of Nodes with Even-Valued Grandparent,2,sum-of-nodes-with-even-valued-grandparent,0
1316,1244,Distinct Echo Substrings,3,distinct-echo-substrings,0
1317,1440,Convert Integer to the Sum of Two No-Zero Integers,1,convert-integer-to-the-sum-of-two-no-zero-integers,0
1318,1441,Minimum Flips to Make a OR b Equal to c,2,minimum-flips-to-make-a-or-b-equal-to-c,0
1319,1442,Number of Operations to Make Network Connected,2,number-of-operations-to-make-network-connected,0
1320,1443,Minimum Distance to Type a Word Using Two Fingers,3,minimum-distance-to-type-a-word-using-two-fingers,0
1321,1452,Restaurant Growth,2,restaurant-growth,0
1322,1453,Ads Performance,1,ads-performance,1
1323,1448,Maximum 69 Number,1,maximum-69-number,0
1324,1449,Print Words Vertically,2,print-words-vertically,0
1325,1450,Delete Leaves With a Given Value,2,delete-leaves-with-a-given-value,0
1326,1451,Minimum Number of Taps to Open to Water a Garden,3,minimum-number-of-taps-to-open-to-water-a-garden,0
1327,1462,List the Products Ordered in a Period,1,list-the-products-ordered-in-a-period,0
1328,1252,Break a Palindrome,2,break-a-palindrome,0
1329,1253,Sort the Matrix Diagonally,2,sort-the-matrix-diagonally,0
1330,1255,Reverse Subarray To Maximize Array Value,3,reverse-subarray-to-maximize-array-value,0
1331,1256,Rank Transform of an Array,1,rank-transform-of-an-array,0
1332,1454,Remove Palindromic Subsequences,1,remove-palindromic-subsequences,0
1333,1455,"Filter Restaurants by Vegan-Friendly, Price and Distance",2,filter-restaurants-by-vegan-friendly-price-and-distance,0
1334,1456,Find the City With the Smallest Number of Neighbors at a Threshold Distance,2,find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance,0
1335,1457,Minimum Difficulty of a Job Schedule,3,minimum-difficulty-of-a-job-schedule,0
1336,1467,Number of Transactions per Visit,3,number-of-transactions-per-visit,1
1337,1463,The K Weakest Rows in a Matrix,1,the-k-weakest-rows-in-a-matrix,0
1338,1464,Reduce Array Size to The Half,2,reduce-array-size-to-the-half,0
1339,1465,Maximum Product of Splitted Binary Tree,2,maximum-product-of-splitted-binary-tree,0
1340,1466,Jump Game V,3,jump-game-v,0
1341,1480,Movie Rating,2,movie-rating,0
1342,1444,Number of Steps to Reduce a Number to Zero,1,number-of-steps-to-reduce-a-number-to-zero,0
1343,1445,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,2,number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold,0
1344,1446,Angle Between Hands of a Clock,2,angle-between-hands-of-a-clock,0
1345,1447,Jump Game IV,3,jump-game-iv,0
1346,1468,Check If N and Its Double Exist,1,check-if-n-and-its-double-exist,0
1347,1469,Minimum Number of Steps to Make Two Strings Anagram,2,minimum-number-of-steps-to-make-two-strings-anagram,0
1348,1470,Tweet Counts Per Frequency,2,tweet-counts-per-frequency,0
1349,1471,Maximum Students Taking Exam,3,maximum-students-taking-exam,0
1350,1481,Students With Invalid Departments,1,students-with-invalid-departments,1
1351,1476,Count Negative Numbers in a Sorted Matrix,1,count-negative-numbers-in-a-sorted-matrix,0
1352,1477,Product of the Last K Numbers,2,product-of-the-last-k-numbers,0
1353,1478,Maximum Number of Events That Can Be Attended,2,maximum-number-of-events-that-can-be-attended,0
1354,1479,Construct Target Array With Multiple Sums,3,construct-target-array-with-multiple-sums,0
1355,1494,Activity Participants,2,activity-participants,1
1356,1458,Sort Integers by The Number of 1 Bits,1,sort-integers-by-the-number-of-1-bits,0
1357,1459,Apply Discount Every n Orders,2,apply-discount-every-n-orders,0
1358,1460,Number of Substrings Containing All Three Characters,2,number-of-substrings-containing-all-three-characters,0
1359,1461,Count All Valid Pickup and Delivery Options,3,count-all-valid-pickup-and-delivery-options,0
1360,1274,Number of Days Between Two Dates,1,number-of-days-between-two-dates,0
1361,1275,Validate Binary Tree Nodes,2,validate-binary-tree-nodes,0
1362,1276,Closest Divisors,2,closest-divisors,0
1363,1277,Largest Multiple of Three,3,largest-multiple-of-three,0
1364,1495,Number of Trusted Contacts of a Customer,2,number-of-trusted-contacts-of-a-customer,1
1365,1482,How Many Numbers Are Smaller Than the Current Number,1,how-many-numbers-are-smaller-than-the-current-number,0
1366,1483,Rank Teams by Votes,2,rank-teams-by-votes,0
1367,1484,Linked List in Binary Tree,2,linked-list-in-binary-tree,0
1368,1485,Minimum Cost to Make at Least One Valid Path in a Grid,3,minimum-cost-to-make-at-least-one-valid-path-in-a-grid,0
1369,1504,Get the Second Most Recent Activity,3,get-the-second-most-recent-activity,1
1370,1472,Increasing Decreasing String,1,increasing-decreasing-string,0
1371,1473,Find the Longest Substring Containing Vowels in Even Counts,2,find-the-longest-substring-containing-vowels-in-even-counts,0
1372,1474,Longest ZigZag Path in a Binary Tree,2,longest-zigzag-path-in-a-binary-tree,0
1373,1475,Maximum Sum BST in Binary Tree,3,maximum-sum-bst-in-binary-tree,0
1374,1490,Generate a String With Characters That Have Odd Counts,1,generate-a-string-with-characters-that-have-odd-counts,0
1375,1491,Number of Times Binary String Is Prefix-Aligned,2,number-of-times-binary-string-is-prefix-aligned,0
1376,1492,Time Needed to Inform All Employees,2,time-needed-to-inform-all-employees,0
1377,1493,Frog Position After T Seconds,3,frog-position-after-t-seconds,0
1378,1509,Replace Employee ID With The Unique Identifier,1,replace-employee-id-with-the-unique-identifier,0
1379,1498,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,1,find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree,0
1380,1496,Lucky Numbers in a Matrix,1,lucky-numbers-in-a-matrix,0
1381,1497,Design a Stack With Increment Operation,2,design-a-stack-with-increment-operation,0
1382,1285,Balance a Binary Search Tree,2,balance-a-binary-search-tree,0
1383,1499,Maximum Performance of a Team,3,maximum-performance-of-a-team,0
1384,1518,Total Sales Amount by Year,3,total-sales-amount-by-year,1
1385,1486,Find the Distance Value Between Two Arrays,1,find-the-distance-value-between-two-arrays,0
1386,1487,Cinema Seat Allocation,2,cinema-seat-allocation,0
1387,1488,Sort Integers by The Power Value,2,sort-integers-by-the-power-value,0
1388,1489,Pizza With 3n Slices,3,pizza-with-3n-slices,0
1389,1505,Create Target Array in the Given Order,1,create-target-array-in-the-given-order,0
1390,1284,Four Divisors,2,four-divisors,0
1391,1507,Check if There is a Valid Path in a Grid,2,check-if-there-is-a-valid-path-in-a-grid,0
1392,1508,Longest Happy Prefix,3,longest-happy-prefix,0
1393,1523,Capital Gain/Loss,2,capital-gainloss,0
1394,1510,Find Lucky Integer in an Array,1,find-lucky-integer-in-an-array,0
1395,1511,Count Number of Teams,2,count-number-of-teams,0
1396,1512,Design Underground System,2,design-underground-system,0
1397,1513,Find All Good Strings,3,find-all-good-strings,0
1398,1536,Customers Who Bought Products A and B but Not C,2,customers-who-bought-products-a-and-b-but-not-c,1
1399,1500,Count Largest Group,1,count-largest-group,0
1400,1502,Construct K Palindrome Strings,2,construct-k-palindrome-strings,0
1401,1501,Circle and Rectangle Overlapping,2,circle-and-rectangle-overlapping,0
1402,1503,Reducing Dishes,3,reducing-dishes,0
1403,1519,Minimum Subsequence in Non-Increasing Order,1,minimum-subsequence-in-non-increasing-order,0
1404,1520,Number of Steps to Reduce a Number in Binary Representation to One,2,number-of-steps-to-reduce-a-number-in-binary-representation-to-one,0
1405,1304,Longest Happy String,2,longest-happy-string,0
1406,1522,Stone Game III,3,stone-game-iii,0
1407,1541,Top Travellers,1,top-travellers,0
1408,1524,String Matching in an Array,1,string-matching-in-an-array,0
1409,1525,Queries on a Permutation With Key,2,queries-on-a-permutation-with-key,0
1410,1526,HTML Entity Parser,2,html-entity-parser,0
1411,1527,Number of Ways to Paint N × 3 Grid,3,number-of-ways-to-paint-n-3-grid,0
1412,1546,Find the Quiet Students in All Exams,3,find-the-quiet-students-in-all-exams,1
1413,1514,Minimum Value to Get Positive Step by Step Sum,1,minimum-value-to-get-positive-step-by-step-sum,0
1414,1515,Find the Minimum Number of Fibonacci Numbers Whose Sum Is K,2,find-the-minimum-number-of-fibonacci-numbers-whose-sum-is-k,0
1415,1516,The k-th Lexicographical String of All Happy Strings of Length n,2,the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,0
1416,1517,Restore The Array,3,restore-the-array,0
1417,1532,Reformat The String,1,reformat-the-string,0
1418,1533,Display Table of Food Orders in a Restaurant,2,display-table-of-food-orders-in-a-restaurant,0
1419,1534,Minimum Number of Frogs Croaking,2,minimum-number-of-frogs-croaking,0
1420,1535,Build Array Where You Can Find The Maximum Exactly K Comparisons,3,build-array-where-you-can-find-the-maximum-exactly-k-comparisons,0
1421,1551,NPV Queries,1,npv-queries,1
1422,1537,Maximum Score After Splitting a String,1,maximum-score-after-splitting-a-string,0
1423,1538,Maximum Points You Can Obtain from Cards,2,maximum-points-you-can-obtain-from-cards,0
1424,1539,Diagonal Traverse II,2,diagonal-traverse-ii,0
1425,1286,Constrained Subsequence Sum,3,constrained-subsequence-sum,0
1426,1391,Counting Elements,1,counting-elements,1
1427,1345,Perform String Shifts,1,perform-string-shifts,1
1428,1374,Leftmost Column with at Least a One,2,leftmost-column-with-at-least-a-one,1
1429,1366,First Unique Number,2,first-unique-number,1
1430,1432,Check If a String Is a Valid Sequence from Root to Leaves Path in a Binary Tree,2,check-if-a-string-is-a-valid-sequence-from-root-to-leaves-path-in-a-binary-tree,1
1431,1528,Kids With the Greatest Number of Candies,1,kids-with-the-greatest-number-of-candies,0
1432,1529,Max Difference You Can Get From Changing an Integer,2,max-difference-you-can-get-from-changing-an-integer,0
1433,1530,Check If a String Can Break Another String,2,check-if-a-string-can-break-another-string,0
1434,1531,Number of Ways to Wear Different Hats to Each Other,3,number-of-ways-to-wear-different-hats-to-each-other,0
1435,1564,Create a Session Bar Chart,1,create-a-session-bar-chart,1
1436,1547,Destination City,1,destination-city,0
1437,1548,Check If All 1's Are at Least Length K Places Away,1,check-if-all-1s-are-at-least-length-k-places-away,0
1438,1549,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,2,longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,0
1439,1550,Find the Kth Smallest Sum of a Matrix With Sorted Rows,3,find-the-kth-smallest-sum-of-a-matrix-with-sorted-rows,0
1440,1565,Evaluate Boolean Expression,2,evaluate-boolean-expression,1
1441,1552,Build an Array With Stack Operations,2,build-an-array-with-stack-operations,0
1442,1553,Count Triplets That Can Form Two Arrays of Equal XOR,2,count-triplets-that-can-form-two-arrays-of-equal-xor,0
1443,1554,Minimum Time to Collect All Apples in a Tree,2,minimum-time-to-collect-all-apples-in-a-tree,0
1444,1555,Number of Ways of Cutting a Pizza,3,number-of-ways-of-cutting-a-pizza,0
1445,1578,Apples & Oranges,2,apples-oranges,1
1446,1542,Consecutive Characters,1,consecutive-characters,0
1447,1543,Simplified Fractions,2,simplified-fractions,0
